Comment|Post
152477|75735
190771|39481
28800|4749
190772|34571
78858|4213
190774|7846
21169|51776
190774|10304
20323|56443
44479|74224
190781|28080
90772|46387
144994|78959
190781|93882
16630|87377
190785|90608
134384|33467
190788|31086
176537|35590
190792|9990
190795|87409
46465|99521
190798|20207
49795|2288
153676|15132
190798|63934
190798|93936
190799|52723
54611|32007
190800|634
146251|25632
190801|53488
190801|94726
151102|17472
183647|50022
190801|70890
190802|97398
190803|7327
58693|19030
190803|72212
190804|41150
190805|78194
140756|48842
190808|26948
50661|69655
190808|29562
21300|41801
31910|42423
90003|6412
190809|83630
5731|61372
190814|83965
190817|66317
190818|13487
188831|80593
190820|49150
42963|16365
150554|13152
190820|29222
31255|7083
190822|68986
104885|5027
147063|3863
190828|42365
139269|29251
190833|1740
190835|1436
157315|79255
190836|75101
36183|10473
84729|68807
190836|48645
107038|50656
142636|88077
190844|55570
190845|32884
87605|9171
190847|77077
190852|18780
87326|64940
190855|28369
97703|10083
190858|75276
108376|76979
190858|24263
190862|16225
98701|85580
190864|58808
190864|31273
30882|43454
190865|59422
190866|74362
190866|12863
70304|65015
77227|60602
190873|81910
43330|27318
190874|19278
7897|22198
142207|95470
169568|50117
190875|78052
112900|75651
190875|1771
114904|6967
179528|45845
180537|28229
190875|54549
190876|40658
121352|5623
190876|14308
110108|58068
190877|92455
190879|68549
47754|38900
69649|28191
190879|77336
41997|21934
139970|989
190882|51109
27875|94658
190882|47584
190884|14973
80097|47795
190885|54369
190885|28751
96064|98492
144257|70744
190886|78376
190888|90329
153918|35102
160184|89896
190880|99689
190888|41501
190894|22614
66784|63604
158991|68261
190896|2366
39336|98752
162329|82662
190897|54861
190898|49618
44093|3811
190899|43683
190900|66703
15657|68349
190902|64548
75714|72914
190904|19901
190907|82832
127492|34021
190908|61003
190909|47886
83919|18875
190909|31165
171646|90747
190909|56465
31636|45667
46857|37828
190910|76780
53875|26451
190912|23269
190912|32139
57055|87839
71209|40749
140120|23688
190913|10735
190915|39925
11496|79806
190919|39067
190921|73654
190929|1961
1586|76544
190932|37295
190933|74885
190934|63674
190935|49942
45932|22769
190937|41523
141097|19872
190939|62238
188881|44704
190943|43463
96659|57260
190945|41767
172556|71363
190945|38703
190945|38345
182784|21751
190946|2514
1292|50112
190951|27160
52892|28884
190951|75830
1431|70025
190957|8643
51005|70255
190957|81439
190960|42528
122910|5462
130611|49206
190960|38247
120616|59490
190964|84365
56733|40774
190970|734
190971|46232
35111|66465
65451|31835
190975|69281
190975|1116
190978|36761
190978|7284
73083|43823
140134|28421
147652|80960
182549|57299
190979|75559
190979|77610
190982|78788
190983|67260
104325|40803
134493|82790
190987|67890
190992|29727
190994|17419
190994|34759
53860|32437
54755|51946
122036|90274
190996|35978
54343|8379
88833|20030
122594|71366
140010|46945
190998|97021
143961|33007
188508|42419
190998|3100
44909|59357
51422|9172
190999|74378
191003|18792
191007|69848
74013|34423
191007|7136
133881|66334
191011|41974
191011|51452
127|9152
42264|35736
177365|62567
191012|80417
41840|17014
191014|54041
191015|36299
191022|1445
8576|51488
10083|40704
26522|82251
191023|83815
191024|65227
11408|36991
12799|64453
98380|61863
191025|77919
191025|14579
191025|69695
191031|100008
8675|88788
191033|49694
191034|9256
191034|215
152518|82194
191035|48839
191038|88020
8119|67747
47279|78277
62634|51112
84484|92609
191039|56758
191041|11932
15333|54521
191043|32076
34711|6616
44459|13874
191045|44489
191045|99180
16369|9280
191047|49221
191047|7380
19354|67238
191049|32848
191053|21117
191056|12956
14504|98676
82712|24144
161228|29365
191056|96747
141455|79609
191058|35732
3569|9865
13123|45578
103164|48570
134396|43748
191063|59091
191065|16601
118332|27619
191066|75342
191066|16146
20914|56830
37168|87372
191066|64995
191068|51872
191069|23221
191070|18713
173029|72725
191071|93249
171780|29593
191074|11178
191074|52881
191074|60631
1632|98660
191075|80889
78546|21051
191078|29842
191079|61232
48902|60632
93526|97827
191080|55792
6314|1999
191087|12116
65455|54550
191087|59737
124146|12554
191088|93321
150074|48968
191089|34225
191091|55768
191093|16657
191093|30980
106520|21915
191094|55369
191098|24022
2297|67438
59620|96781
157932|29214
173680|25435
191098|286
191099|80010
190437|49352
191100|52637
191102|30010
35588|93919
191103|68404
191103|71517
9241|1929
178939|98758
191107|93403
191110|98000
78574|2036
191111|94805
191112|66961
16957|15907
167490|23309
191113|49831
85100|20890
191113|77855
27652|63089
191121|52381
191122|94596
191124|61575
191124|36106
116110|39028
140150|86241
191126|32080
105498|9675
150075|17055
191127|19019
50951|25877
191131|36563
66462|88826
78034|22319
191141|45966
191143|51480
108466|53002
191148|16014
191151|92784
9126|8511
47428|33072
191153|95592
121107|78776
191154|15349
191155|71908
191157|59361
191162|27078
149698|37290
191164|83119
189469|74698
191167|19664
191169|78114
125695|31772
191171|64574
68827|50451
191172|63129
191172|32027
191178|10034
8438|14956
164864|26806
191179|43058
145908|75177
191180|26332
1924|8701
101765|19962
191182|26070
4607|81870
191183|63075
75567|91595
191184|19494
7232|50271
163689|25888
191188|67924
191191|92768
191192|30288
156199|91804
191195|8506
72899|23552
191198|51049
191199|56617
18408|26688
60219|4596
191199|15099
84071|23845
191199|62863
191200|86583
20777|90670
191201|74184
159661|98490
191202|14972
84790|24115
84855|57687
93360|3318
191204|87722
94119|77580
191207|84185
21282|60280
60072|95634
68409|57889
191212|95826
183405|10607
191213|49240
3859|63069
191213|33683
140622|91122
191213|67012
167947|1758
191213|5954
43657|89047
191215|31015
108334|29129
191217|27973
62770|941
191218|39922
70920|12479
191223|24697
57035|38487
63180|73833
191226|82950
44377|27374
158272|40614
191226|88305
94592|71794
191226|47457
117074|84652
191226|82461
64334|85582
191228|5489
191239|54960
191242|58555
191242|81842
36575|67071
191243|80440
13595|18992
120109|94454
191244|36133
59914|96212
111898|57923
191245|90307
426|42190
112766|22957
191247|64595
191249|75025
191256|91444
158304|6024
191256|70085
62470|48338
191257|20078
97159|63764
191263|89423
61136|12661
124840|97615
191265|51842
191265|80559
64009|46340
168161|48361
191267|74719
191268|82314
191269|32486
19441|73717
61966|88641
191271|25772
151572|97563
191272|80382
19409|3103
191273|88217
112454|13205
191278|27230
147964|65076
191278|66483
74827|8400
123032|84999
191284|83879
176609|92205
191285|13285
191285|15553
11006|69622
145571|80100
191288|57231
191291|36768
191294|41368
191296|89049
191297|18292
191297|86032
52637|57528
86816|850
191299|70970
151179|51871
191299|79097
49789|25726
170749|66965
191300|99834
116100|22934
191300|3279
191309|67232
88727|54770
191312|3349
191315|97666
30672|31378
93456|1181
191316|9602
79669|80558
191320|24684
191320|28790
37984|59021
69114|85237
125056|19034
191321|70623
191323|77605
26054|60315
191325|46420
191328|96854
78473|40511
115140|90516
142237|708
156778|29650
191330|72017
29624|55007
191331|16395
191334|31963
11097|29048
35950|955
191336|39989
57848|99479
191337|54076
6330|13213
191338|72579
54692|20003
191339|52223
142655|15699
191339|42464
59041|98106
191340|83846
191346|11207
37941|63287
91851|44479
191347|27872
191352|70997
86895|58103
191352|31717
191353|51883
3310|28860
144329|33299
191355|66561
191359|60523
191362|55330
2934|22847
191362|14432
71907|22780
191362|35969
29603|21324
191368|22796
28755|73542
70271|94551
113787|33418
191373|22113
124950|26776
191374|72690
11714|66463
106894|7279
191375|18389
188735|77480
191375|33838
191379|72816
191380|24483
191380|12007
191381|65681
179365|37699
191381|88303
191385|45373
33817|54689
191385|36343
191387|44498
34723|34577
77286|96752
173722|17488
191389|28174
42234|71126
191391|11728
191392|2654
68913|27600
191393|52119
97214|68381
191394|22852
157770|28507
191394|31296
50120|33780
191394|73184
76180|68895
181599|64683
191396|8498
137519|44235
191396|92932
191397|50293
191398|51516
180619|98262
191402|21719
191403|18812
191407|28945
191408|48505
191411|9019
191412|58492
80127|14002
131371|27695
191414|47604
43760|97168
191415|46997
150235|84630
191415|38767
37637|13135
94761|7451
129970|72509
191417|24698
26905|19825
191419|56330
45326|94804
182340|17925
191420|31657
4183|7955
191423|47460
45190|62000
132361|55712
191423|30695
191423|11648
145432|23773
191423|8848
191424|30631
36634|63679
115715|77190
191424|84682
191430|36451
125206|54701
191430|71480
105027|82847
114439|45510
191431|36493
7798|9929
191433|37895
191435|3511
37802|88153
191438|99106
20882|73590
55914|51892
191439|78186
191442|8836
24248|64611
191443|51653
191446|78133
191447|63219
42459|77508
98523|88211
167227|83521
191451|20803
191453|85939
142707|47006
191454|78676
191455|59597
179523|18272
191456|53267
134867|157
191457|46833
116422|55143
191459|58041
191460|61475
91478|47368
191462|65247
191463|96102
49032|45669
191471|84857
28354|64640
40696|6093
62430|42682
191475|90345
127736|83921
191476|74679
191476|47708
121908|60073
191479|24863
191479|75601
172355|53586
191483|53479
191484|72352
14998|82120
33318|59335
169808|74158
191489|49586
19716|65133
191492|96152
70664|93650
191492|95448
191495|4394
11440|16263
191497|12368
46347|33657
191504|84020
64732|88663
187791|75048
191505|3336
176217|16434
191508|56661
170497|98632
191509|65356
148510|24567
191510|36466
145444|76194
191511|66343
145181|43580
191512|7219
154967|47588
191512|55132
191515|92139
137521|39759
191516|30805
56987|58930
136264|63132
177345|30577
191516|97318
89021|93058
191517|79396
11446|40045
47044|85079
191521|95154
67370|13304
131052|53865
145247|67859
191523|38322
135326|65929
191524|54692
191529|62364
25528|54555
191531|37168
191534|35855
26838|36912
38790|98570
55951|96222
69190|1128
191535|76284
102292|85354
144487|13168
191539|21604
191540|91396
191541|6771
142168|10448
191545|92256
174578|39157
191546|94280
87352|80132
146109|39950
191548|76004
191558|62656
1497|15487
27391|29276
114693|89377
191558|98131
11352|10807
191560|11677
191561|44891
45689|35262
191565|80312
191566|7167
20654|15746
122931|4797
131112|63065
191569|83825
18779|93808
191571|68262
191571|63793
191573|65709
191575|61383
112468|616
191576|82677
191577|19471
78312|30540
109326|35447
191578|80967
191579|40569
129439|83563
191580|34262
191580|57414
191581|90261
191582|53496
108067|38884
156139|65834
191584|39640
121257|78505
191586|90589
191586|67986
191586|12633
191587|7610
191587|56791
65846|93825
152906|42774
191587|33674
191590|34589
191590|51073
126152|27010
191590|19490
191592|53018
191593|77943
14088|8781
191598|16249
191600|17526
191601|5276
73172|33791
79408|30829
137961|79317
191603|8238
191603|63049
191605|53426
191607|9149
102665|70660
105713|83481
159529|93129
191608|30252
69350|85541
191612|57553
191613|53200
23102|22169
191614|56237
64819|90439
191617|33813
191618|33639
65121|5472
191619|44851
143281|87208
191624|98450
68807|14600
191624|93560
191627|10717
191630|19836
191631|26177
147815|56087
191633|32100
160625|33380
191633|80662
29328|15367
191636|93728
168382|90203
191639|87674
16779|94267
191647|59791
191650|13169
191650|97699
12128|42949
13834|1091
83239|73656
191651|79685
191652|20839
49660|65390
78550|37298
191652|76343
20070|81341
191655|65758
191657|86658
26341|86190
76882|36367
123952|68018
191663|12529
191664|97671
191666|61215
116871|94653
191666|60020
191669|49161
191672|58905
191676|33276
108699|11519
191679|4650
191680|10307
54157|86488
139143|5739
153551|58295
191680|46617
191683|60798
191684|86448
191688|45173
17162|49172
17524|6205
191688|69317
191690|27348
94169|80542
191700|77547
155749|47690
191701|58963
191701|81836
191701|78808
191702|558
36706|50588
134301|9404
188378|68701
191706|96324
3758|88236
191716|50408
191716|91492
191717|46103
138734|80521
191718|28683
56257|79561
137667|28593
191722|2691
97961|55200
191723|41810
60642|93102
191723|18797
191723|50349
130674|62568
191724|99991
191725|77299
191725|22091
132011|94370
165278|59844
191726|32685
46933|17308
109370|60857
191727|6102
191728|50994
59633|52712
191728|55955
191731|70438
109569|98498
191732|92849
55207|29063
57601|86009
178609|27355
191733|93134
179369|90016
191735|48868
76366|35532
77837|24507
82516|28503
191739|26963
62579|48966
191741|18605
5268|56605
191742|99807
5878|63633
191746|24790
189937|47150
191748|29277
81583|65592
141810|93872
191749|40770
128917|4349
191750|86688
18599|28774
191750|52722
48471|48686
191752|9486
42960|69503
191752|9008
191752|15182
191756|22782
191757|73586
154500|71589
191758|4423
24244|55225
191759|48414
191763|93499
123236|44996
191764|63768
25183|34569
37201|10065
191764|74007
191765|41077
29347|33582
191766|71058
191768|28835
191768|97308
160349|38406
191768|75296
95610|68303
191771|94945
16403|11334
166331|41231
191771|69085
13580|59683
191775|10924
160719|12573
191775|70633
29150|97934
100886|39847
137943|1952
191776|9375
5036|14696
191776|63618
143753|24859
154465|78315
191778|81155
36770|4340
191783|97951
17792|14870
128797|25232
191785|68032
191789|86950
191789|38780
130208|14380
191790|53521
191793|61878
191802|79660
26700|80301
39733|39685
152638|62353
191802|76853
54149|19430
95604|74376
191803|54018
191806|58965
108949|66613
191807|16801
5780|39377
5912|34737
53926|47243
61931|48876
118789|57812
136430|69033
173442|59518
188360|79124
191811|59353
100685|77500
191818|98014
191819|94209
191043|85421
191822|98325
57304|44156
186802|8518
191822|74107
191822|38258
43595|47865
124895|7295
191823|94647
191824|70402
12345|29811
35605|33100
84905|56241
191828|59832
191830|78710
30317|20441
69702|77856
191837|33084
61046|62802
65555|93902
191837|57716
191838|74561
191838|15095
17931|28876
21279|75222
191838|44298
191841|90163
191841|16482
191841|67639
118864|45052
155861|71441
191849|59957
78645|13897
155344|31269
191851|84684
191856|24025
132963|57994
164181|40320
191857|50743
163631|96150
191858|16425
31867|67498
122769|83188
191862|14767
63946|18869
191863|64471
17359|8021
76793|95366
191863|3170
181502|10067
191864|767
191867|2220
191869|72494
160880|44835
191870|53082
191871|58563
191871|46950
122769|32464
191873|80383
191874|99620
3920|12934
148044|70285
181546|80995
191875|63936
114588|43215
191878|56580
62109|14263
191879|21449
134999|79731
191881|13838
119918|29623
191886|66402
101262|71646
191892|92837
12284|76019
191893|21967
191896|15651
149062|94539
191897|86911
125470|30356
191899|91094
151567|46382
191901|8009
87785|58906
99716|37658
191902|39994
356|77224
163334|49945
191902|90581
191903|40110
11342|29198
28816|42445
191904|33920
191905|26512
191908|35947
20554|66336
191908|64880
110309|63218
148590|81137
191910|24543
114580|81692
191914|49733
8762|12551
191916|50235
34465|51173
78379|17632
191688|9884
191922|29742
191925|34253
183846|44641
191929|23563
111216|65130
165121|7285
178688|30820
191929|81473
191937|36847
62319|25145
169754|80520
191938|64847
90151|93000
123491|92210
191940|75156
177935|58911
191941|78515
132595|8338
191943|40083
162371|80996
191950|59233
178386|4492
191952|93438
37657|44412
187227|24457
191952|1013
40115|69830
191957|84392
151284|11977
191962|37650
191962|27424
191968|26315
191968|39993
191972|55970
191978|49579
114715|69605
191981|16792
44671|72718
78984|21240
191983|4390
13586|32439
191990|79212
71759|32254
165583|58623
191992|57721
121280|54311
191996|37016
192002|43833
192005|96319
29341|45461
48109|58065
192005|68304
192005|53081
76436|94188
184821|54367
192006|54609
